"PLU","CATEGORY","COMMODITY","VARIETY","VARIETY-NEW","ADDITIONAL VARIETY INFO","VARIETY_INFO-NEW","SIZE","NA MEASUREMENTS","ROW MEASUREMENTS","RESTRICTIONS","NOTES","BOTANICAL NAME","BOTANICAL-OLD","AKA","REVISION DATE","DATE ADDED","GPC","IMAGE","IMAGE_SOURCE"
"4534","Vegetables","BEANS","Winged","Winged","","","All Sizes","","","","","Psophocarpus      tetragonolobus
","Psophocarpus      tetragonolobus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006336","",""
"4535","Vegetables","BEANS","Retailer Assigned","","","","All Sizes","","","","","Phaseolus spp.
","Phaseolus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4536","Vegetables","BEAN SPROUTS","Mung Bean Sprouts","Mung Bean Sprouts","","","All Sizes","","","","","Vigna radiata
","Vigna radiata","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4537","Vegetables","BEETS","Baby Golden","Baby Golden","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006121","",""
"4538","Vegetables","BEETS","Baby Red","Baby Red","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006121","",""
"4539","Vegetables","BEETS","Bunch","Bunch","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006121","",""
"4540","Vegetables","BEETS","Loose","Loose","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006121","",""
"4541","Vegetables","BEETS","Retailer Assigned","","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4542","Vegetables","BEET GREENS","","","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006121","",""
"4543","Vegetables","BELGIAN ENDIVE (WITLOOF CHICORY)","","","","","All Sizes","","","","","Cichorium intybus
","Cichorium intybus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006093","",""
"4544","Vegetables","BOK CHOY (PAK CHOI)","Small/Baby","Small/Baby","","","All Sizes","","","","","Brassica rapa
","Brassica rapa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006145","",""
"4545","Vegetables","BOK CHOY (PAK CHOI)","","","","","All Sizes","","","","","Brassica rapa
","Brassica rapa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006145","",""
"4546","Vegetables","BONIATO","See also SWEET POTATO","See also SWEET POTATO","","","All Sizes","","","","","Ipomoea batato
","Ipomoea batato","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006111","",""
"4547","Vegetables","BROCCOLI","Broccoli Rabe (Italian Rapini)/ Chinese Broccoli (GAI LAN)","Broccoli Rabe (Italian Rapini)/ Chinese Broccoli (GAI LAN)","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005988","",""
"4548","Vegetables","BROCCOLI","Florettes","Florettes","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005988","",""
"4549","Vegetables","BROCCOLI","Retailer Assigned","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4550","Vegetables","BRUSSELS SPROUTS","","","","","All Sizes","","","","","Brassica olerace
","Brassica olerace","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005996","",""
"4551","Vegetables","BRUSSELS SPROUTS","Retailer Assigned","","","","All Sizes","","","","","Brassica olerace
","Brassica olerace","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005888","",""
"4552","Vegetables","CABBAGE","Chinese/Napa/Wong Bok","Chinese/Napa/Wong Bok","","","All Sizes","","","","","Brassica rapa
","Brassica rapa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006143","",""
"4553","Fruits","PEARS","Taylors Gold","Taylors Gold","","","All Sizes","","","","","Pyrus spp.
","Pyrus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903","",""
"4554","Vegetables","CABBAGE","Red","Red","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005997","",""
"4555","Vegetables","CABBAGE","Savoy, Green","Savoy, Green","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006000","",""
"4556","Vegetables","CABBAGE","Retailer Assigned","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4557","Vegetables","CABBAGE","Retailer Assigned","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4558","Vegetables","CACTUS LEAVES (Nopales/Cactus Pads)","","","","","All Sizes","","","","","Opuntia spp
","Opuntia spp","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4559","Vegetables","CARDOON (CARDONI)","","","","","All Sizes","","","","","Cynara cardunculus
","Cynara cardunculus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006135","",""
"4560","Vegetables","CARROTS","Baby","Baby","","","All Sizes","","","","","Daucus carota
","Daucus carota","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006122","",""
"4561","Vegetables","CARROTS","French","French","","","All Sizes","","","","","Daucus carota
","Daucus carota","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006122","",""
"4562","Vegetables","CARROTS","Loose","Loose","","","All Sizes","","","","","Daucus carota
","Daucus carota","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006122","",""
"4563","Vegetables","CARROTS","Carrot Sticks","Carrot Sticks","","","All Sizes","","","","","Daucus carota
","Daucus carota","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006122","",""
"4564","Vegetables","CARROTS","Retailer Assigned","","","","All Sizes","","","","","Daucus carota
","Daucus carota","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4565","Vegetables","CARROTS","Retailer Assigned","","","","All Sizes","","","","","Daucus carota
","Daucus carota","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4566","Vegetables","CAULIFLOWER","Florettes","Florettes","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005987","",""
"4567","Vegetables","CAULIFLOWER","Green","Green","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005987","",""
"4568","Vegetables","CAULIFLOWER","Purple","Purple","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005987","",""
"4569","Vegetables","CAULIFLOWER","Retailer Assigned","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4570","Vegetables","CAULIFLOWER","Retailer Assigned","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4571","Vegetables","CAULIFLOWER","Retailer Assigned","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4572","Vegetables","CAULIFLOWER","","","","","Large","9 size and larger","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005987","",""
"4573","Vegetables","CAULIFLOWER","Baby","Baby","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005987","",""
"4575","Vegetables","CELERY","Hearts","Hearts","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006131","",""
"4576","Vegetables","CELERY","Celery Sticks","Celery Sticks","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006131","",""
"4577","Vegetables","CELERY","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4578","Vegetables","CELERY","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4579","Vegetables","CELERY","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4580","Vegetables","CELERY","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4581","Vegetables","CELERY","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4582","Vegetables","CELERY","Bunch","Bunch","","","Large","24 size and larger","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006131","",""
"4583","Vegetables","CELERY","Bunch","Bunch","","","Large","24 size and larger","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006131","",""
"4584","Fruits","MANGO","Green","Green (Includes Keitt and Francis)","Includes Keitt and Francis","","Large","8 - 10 size","","","Changed size break based on industry review and plu app approval for xl green mango","Mangifera indica
","Mangifera indica","Keitt and Francis varieties","2009-01-29 00:00:00","2009-01-29 00:00:00","10005969","",""
"4585","Vegetables","CELERY ROOT/CELERIAC","","","","","All Sizes","","","","","Apium graveolens
","Apium graveolens","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006123","",""
"4586","Vegetables","CHARD (SWISS CHARD)/SILVERBEET","Green","Green","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006121","",""
"4587","Vegetables","CHARD (SWISS CHARD)/SILVERBEET","Red","Red","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006121","",""
"4588","Vegetables","CHARD (SWISS CHARD)/SILVERBEET","Retailer Assigned","","","","All Sizes","","","","","Beta vulgaris
","Beta vulgaris","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4589","Vegetables","CORN","Sweet Corn, Baby","Sweet Corn, Baby","","","All Sizes","","","","","Zea mays
","Zea mays","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006147","",""
"4590","Vegetables","CORN","Sweet Corn, Bi-Color","Sweet Corn, Bi-Color","","","All Sizes","","","","","Zea mays
","Zea mays","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006147","",""
"4591","Vegetables","CORN","Retailer Assigned","","","","All Sizes","","","","","Zea mays
","Zea mays","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4592","Vegetables","CUCUMBER","Armenian","Armenian","","","All Sizes","","","","","Cucumis sativus
","Cucumis sativus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006014","",""
"4593","Vegetables","CUCUMBER","English/Hot House/Long Seedless/Telegraph/Continental","English/Hot House/Long Seedless/Telegraph/Continental","","","All Sizes","","","","","Cucumis sativus
","Cucumis sativus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006014","",""
"4594","Vegetables","CUCUMBER","Japanese/White","Japanese/White","","","All Sizes","","","","","Cucumis sativus
","Cucumis sativus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006014","",""
"4595","Vegetables","CUCUMBER","Lemon","Lemon","","","All Sizes","","","","","Cucumis sativus
","Cucumis sativus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006014","",""
"4596","Vegetables","CUCUMBER","Pickling/Gherkin","Pickling/Gherkin","","","All Sizes","","","","","Cucumis sativus
","Cucumis sativus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006014","",""
"4597","Vegetables","CUCUMBER","Retailer Assigned","","","","All Sizes","","","","","Cucumis sativus
","Cucumis sativus","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4598","Vegetables","DAIKON","(See also RADISH)","(See also RADISH)","","","All Sizes","","","","","Raphanus sativus
","Raphanus sativus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006114","",""
"4599","Vegetables","EGGPLANT (AUBERGINE)","Baby","Baby","","","All Sizes","","","","","Solanum melongena
","Solanum melongena","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128","",""
"4600","Vegetables","EGGPLANT (AUBERGINE)","Baby White","Baby White","","","All Sizes","","","","","Solanum melongena
","Solanum melongena","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128","",""
"4601","Vegetables","EGGPLANT (AUBERGINE)","Japanese","Japanese","","","All Sizes","","","","","Solanum melongena
","Solanum melongena","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128","",""
"4602","Vegetables","EGGPLANT (AUBERGINE)","White","White","","","All Sizes","","","","","Solanum melongena
","Solanum melongena","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128","",""
"4603","Vegetables","EGGPLANT (AUBERGINE)","Retailer Assigned","","","","All Sizes","","","","","Solanum melongena
","Solanum melongena","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4604","Vegetables","ENDIVE/CHICORY","","","","","All Sizes","","","","","Cichorium intybus
","Cichorium intybus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006097","",""
"4605","Vegetables","ESCAROLE/BATAVIAN CHICORY","Green","Green","","","All Sizes","","","","","Cichorium endivia
","Cichorium endivia","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4606","Vegetables","FIDDLEHEAD FERNS","","","","","All Sizes","","","","","Matteauccia struthiopteris
","Matteauccia struthiopteris","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4607","Vegetables","GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD)","","Chinese or Indian Mustard","Chinese or Indian Mustard","","All Sizes","","","","","Brassica juncea
","Brassica juncea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006339","",""
"4608","Vegetables","GARLIC","Regular","Regular","","","All Sizes","","","","","Allium sativum
","Allium sativum","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006003","",""
"4609","Vegetables","GARLIC","Elephant","Elephant","","","All Sizes","","","","","Allium ampeloprasum
","Allium ampeloprasum","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006004","",""
"4610","Vegetables","GARLIC","Retailer Assigned","","","","All Sizes","","","","","Allium sativum
","Allium sativum","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4611","Vegetables","GARLIC","Retailer Assigned","","","","All Sizes","","","","","Allium sativum
","Allium sativum","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4612","Vegetables","GINGER ROOT","Regular","Regular","","","All Sizes","","","","","Zingiber officinale
","Zingiber officinale","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006113","",""
"4613","Vegetables","GINGER ROOT","Retailer Assigned","","","","All Sizes","","","","","Zingiber officinale
","Zingiber officinale","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4614","Vegetables","GREENS","Collard","Collard","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006197","",""
"4615","Vegetables","GREENS","Dandelion","Dandelion","","","All Sizes","","","","","Taraxacum official
","Taraxacum official","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006089","",""
"4616","Vegetables","GREENS","Mustard","Mustard (Synonymous with Gai (Gui) Choy)","Synonymous with Gai (Gui) Choy","","All Sizes","","","","","Braccia juncea
","Braccia juncea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006341","",""
"4617","Vegetables","GREENS","Polk Greens","Polk Greens","","","All Sizes","","","","","Brassica spp.
","Brassica spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006197","",""
"4618","Vegetables","GREENS","Texas Mustard","Texas Mustard","","","All Sizes","","","","","Brassica carinato
","Brassica carinato","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006342","",""
"4619","Vegetables","GREENS","Turnip","Turnip","","","All Sizes","","","","","Brassica rapa
","Brassica rapa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006120","",""
"4620","Vegetables","GREENS","Retailer Assigned","","","","All Sizes","","","","","Brassica spp.
","Brassica spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4621","Vegetables","GREENS","Retailer Assigned","","","","All Sizes","","","","","Brassica spp.
","Brassica spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4622","Vegetables","GREENS","Retailer Assigned","","","","All Sizes","","","","","Brassica spp.
","Brassica spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006184","",""
"4623","Vegetables","GREENS","Retailer Assigned","","","","All Sizes","","","","","Brassica spp.
","Brassica spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4624","Vegetables","GREENS","Retailer Assigned","","","","All Sizes","","","","","Brassica spp.
","Brassica spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4625","Vegetables","HORSERADISH ROOT","","","","","All Sizes","","","","","Armoracia rusticana
","Armoracia rusticana","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006124","",""
"4626","Vegetables","JICAMA/YAM BEAN","","","","","All Sizes","","","","","Pachyrhizus erosus
","Pachyrhizus erosus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006344","",""
"4627","Vegetables","KALE","","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006144","",""
"4628","Vegetables","KOHLRABI","","","","","All Sizes","","","","","Brassica oleracea
","Brassica oleracea","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006146","",""
"4629","Vegetables","LEEKS","Regular","Regular","","","All Sizes","","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","Allium ampeloprasum
","Allium ampeloprasum","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006133","",""
"4630","Vegetables","LEEKS","Baby","Baby","","","All Sizes","","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","Allium ampeloprasum
","Allium ampeloprasum","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006133","",""
"4631","Vegetables","LETTUCE","Bibb/Flat/Round","Bibb/Flat/Round","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006267","",""
"4632","Vegetables","LETTUCE","Boston/Butter","Boston/Butter","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006267","",""
"4633","Vegetables","LETTUCE","Hydroponic","Hydroponic","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4634","Vegetables","LETTUCE","Iceberg","Iceberg","","","All Sizes","","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006267","",""
"4635","Fruits","GRAPES","Red Seedless","Red Seedless (All others not listed under red seedless)","All others not listed under red seedless","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4636","Fruits","GRAPES","Red Globe","Red Globe","","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4637","Fruits","GRAPES","Red Seeded","Red Seeded (All others not listed above)","All others not listed above","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4638","Fruits","GRAPES","Fantasy/Marroo","Fantasy/Marroo","","","All Sizes","","","","","Vitis vinifera
","Vitis vinifera","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918","",""
"4639","Vegetables","LETTUCE","Mache","Mache","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006086","",""
"4640","Vegetables","LETTUCE","Romaine/Cos","Romaine/Cos","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006085","",""
"4641","Vegetables","LETTUCE","Retailer Assigned","","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4642","Vegetables","LETTUCE","Retailer Assigned","","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4643","Vegetables","LETTUCE","Retailer Assigned","","","","All Sizes","","","","","Lactuca sativa
","Lactuca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4644","Vegetables","MALANGA","","","","","All Sizes","","","","","Xanthosoma spp
","Xanthosoma spp","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4645","Vegetables","MUSHROOMS","Regular, Button","Regular, Button","","","Small","","Less than 40mm diameter","","","Agaricus bisporus
","Agaricus bisporus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157","",""
"4646","Vegetables","MUSHROOMS","Black Forest","Black Forest","","","All Sizes","","","","","Agaricus bisporus
","Agaricus bisporus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157","",""
"4647","Vegetables","MUSHROOMS","Chanterelle","Chanterelle","","","All Sizes","","","","","Chanterella cibarius
","Chanterella cibarius","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4648","Vegetables","MUSHROOMS","Cremini/Brown/Swiss Brown","Cremini/Brown/Swiss Brown","","","All Sizes","","","","","Agaricus spp.
","Agaricus spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157","",""
"4649","Vegetables","MUSHROOMS","Oyster","Oyster","","","All Sizes","","","","","Pleuotus ostreatus
","Pleuotus ostreatus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006031","",""
"4650","Vegetables","MUSHROOMS","Portabella","Portabella (Synonymous with Cremini, Brown, Swiss Brown Mushrooms)","Synonymous with Cremini/Brown/Swiss Brown Mushrooms","","All Sizes","","","","","Agaricus bisporus
","Agaricus bisporus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157","",""
"4651","Vegetables","MUSHROOMS","Shiitake","Shiitake","","","All Sizes","","","","","Lentinus edodes
","Lentinus edodes","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006034","",""
"4652","Vegetables","MUSHROOMS","Wood Ear","Wood Ear","","","All Sizes","","","","","Auricularia auricula
","Auricularia auricula","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157","",""
"4653","Vegetables","MUSHROOMS","Retailer Assigned","","","","All Sizes","","","","","Agaricus bisporus
","Agaricus bisporus","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4654","Vegetables","MUSHROOMS","Retailer Assigned","","","","All Sizes","","","","","Agaricus bisporus
","Agaricus bisporus","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4655","Vegetables","OKRA","Regular (Green)","Regular (Green)","","","All Sizes","","","","","Abelmoschus esculentus
","Abelmoschus esculentus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006148","",""
"4656","Vegetables","OKRA","Chinese","Chinese","","","All Sizes","","","","","Luffa acutangula
","Luffa acutangula","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006366","",""
"4657","Vegetables","OKRA","Red","Red","","","All Sizes","","","","","A.esculentus
","A.esculentus","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006148","",""
"4658","Vegetables","ONIONS","Boiling","Boiling","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006","",""
"4659","Vegetables","ONIONS","Bulb","Bulb","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006","",""
"4660","Vegetables","ONIONS","Pearl","Pearl","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006","",""
"4661","Vegetables","ONIONS","Pickling, White","Pickling, White","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006","",""
"4662","Vegetables","ONIONS","Shallots","Shallots","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006009","",""
"4663","Vegetables","ONIONS","White","White","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006","",""
"4664","Vegetables","TOMATOES","Regular","Regular - Red, On the Vine (Truss)","Red, On the Vine (Truss)","","All Sizes","","","","","Lycopersicon esculenta
","Lycopersicon esculenta","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163","",""
"4665","Vegetables","ONIONS","Yellow/Brown","Yellow/Brown","","","Small","2 3/4 size and smaller","Min diameter less than 75mm","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006","",""
"4666","Vegetables","ONIONS","Retailer Assigned","","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4667","Vegetables","ONIONS","Retailer Assigned","","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4668","Vegetables","ONIONS","Retailer Assigned","","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4669","Vegetables","ONIONS","Retailer Assigned","","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4670","Vegetables","ONIONS","Retailer Assigned","","","","All Sizes","","","","","Allium spp.
","Allium spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4671","Vegetables","PARSLEY ROOT(HAMBURG PARSLEY)","","","","","All Sizes","","","","","Petroselinum crispum
","Petroselinum crispum","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006070","",""
"4672","Vegetables","PARSNIP","","","","","All Sizes","","","","","Pastinaca sativa
","Pastinaca sativa","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006126","",""
"4673","Vegetables","PEAS","Blackeyed","Blackeyed","","","All Sizes","","","","","Vigna unguiculata
","Vigna unguiculata","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005984","",""
"4674","Vegetables","PEAS","Green","Green","","","All Sizes","","","","","Pisum sativum
","Pisum sativum","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005984","",""
"4675","Vegetables","PEAS","Sugar Snap","Sugar Snap","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005985","",""
"4676","Vegetables","PEAS","Retailer Assigned","","","","All Sizes","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00"," ","",""
"4677","Vegetables","PEPPERS (CAPSICUMS)","Anaheim (Green and Red)","Anaheim (Green and Red)","","","All Sizes","","","","","Capsicum spp.
","Capsicum spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006195","",""
"4678","Vegetables","PEPPERS (CAPSICUMS)","Banana (Yellow Long)","Banana (Yellow Long)","","","All Sizes","","","","","Capsicum spp.
","Capsicum spp.","","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100","",""
